Español,Frequency,English,Points,Attempts,Successes,Misses
oficio,job,4268,2344,0,0,0
tejado,roof,4267,2344,0,0,0
periodistas,journalists,4267,2344,0,0,0
dorado,golden,4266,2345,0,0,0
marinero,sailor,4264,2346,0,0,0
sentidos,senses,4264,2346,0,0,0
torneo,tournament,4263,2346,0,0,0
kit,Kit,4263,2346,0,0,0
encantaba,loved,4263,2346,0,0,0
this,Este,4261,2347,0,0,0
hacha,axe,4257,2350,0,0,0
palmer,Palmer,4256,2350,0,0,0
pasteles,cakes,4254,2351,0,0,0
despedir,dismiss,4253,2352,0,0,0
enteró,whole,4253,2352,0,0,0
echaré,I will,4253,2352,0,0,0
destrozado,shattered,4251,2353,0,0,0
marchó,marched,4251,2353,0,0,0
miranda,Miranda,4251,2353,0,0,0
computadoras,computers,4250,2353,0,0,0
burro,donkey,4247,2355,0,0,0
etiqueta,label,4242,2358,0,0,0
sharon,Sharon,4242,2358,0,0,0
marcharse,leave,4241,2358,0,0,0
produce,produces,4240,2359,0,0,0
naciones,Nations,4240,2359,0,0,0
referencia,reference,4240,2359,0,0,0
polo,pole,4239,2360,0,0,0
maldad,evil,4238,2360,0,0,0
quedaremos,We will stay,4237,2361,0,0,0
jodidos,Fucked,4236,2361,0,0,0
aprendiste,You learned,4236,2361,0,0,0
perry,Perry,4236,2361,0,0,0
divirtiendo,fun,4235,2362,0,0,0
costo,cost,4233,2363,0,0,0
recorrido,route,4232,2363,0,0,0
retrasado,delayed,4230,2365,0,0,0
arnold,Arnold,4229,2365,0,0,0
lograste,You achieved,4229,2365,0,0,0
convertirme,become,4228,2366,0,0,0
núcleo,core,4228,2366,0,0,0
controlado,checked,4226,2367,0,0,0
pm,p.m,4226,2367,0,0,0
bell,Bell,4225,2367,0,0,0
pidieron,They asked,4224,2368,0,0,0
conseguiremos,We will get,4224,2368,0,0,0
acuerda,Agree,4224,2368,0,0,0
grabado,Recorded,4223,2368,0,0,0
cadenas,chains,4222,2369,0,0,0
cálmese,calm down,4222,2369,0,0,0
reducir,reduce,4221,2370,0,0,0
bajos,low,4221,2370,0,0,0
honorable,honorable,4219,2371,0,0,0
comidas,foods,4218,2371,0,0,0
bodega,store,4218,2371,0,0,0
funcionado,worked,4218,2371,0,0,0
traficante,trafficker,4217,2372,0,0,0
amenazó,threatened,4216,2372,0,0,0
renta,rent,4215,2373,0,0,0
saliera,came out,4215,2373,0,0,0
posiciones,positions,4214,2374,0,0,0
tiros,shooting,4213,2374,0,0,0
toco,I play,4212,2375,0,0,0
metiendo,getting,4212,2375,0,0,0
tímido,shy,4210,2376,0,0,0
conveniente,convenient,4210,2376,0,0,0
cerrados,closed,4210,2376,0,0,0
ie,ie,4209,2376,0,0,0
identificado,identified,4208,2377,0,0,0
inocencia,innocence,4206,2378,0,0,0
pinturas,Paints,4205,2379,0,0,0
estadio,stadium,4204,2379,0,0,0
elemento,element,4202,2380,0,0,0
marrón,brown,4201,2381,0,0,0
supuse,I assumed,4200,2381,0,0,0
retrocede,Go back,4199,2382,0,0,0
sillas,chairs,4199,2382,0,0,0
individuo,individual,4198,2383,0,0,0
sorpresas,surprises,4197,2383,0,0,0
adicto,addicted,4197,2383,0,0,0
cabrones,bastards,4196,2384,0,0,0
terapeuta,therapist,4195,2384,0,0,0
ridícula,ridiculous,4194,2385,0,0,0
busquen,Search,4193,2385,0,0,0
derrota,defeat,4192,2386,0,0,0
traerlo,bring it,4190,2387,0,0,0
hazte,Get,4190,2387,0,0,0
finn,Finn,4189,2388,0,0,0
morirás,You will die,4189,2388,0,0,0
orilla,bank,4188,2388,0,0,0
mientas,while,4187,2389,0,0,0
construyó,built,4184,2391,0,0,0
escuchan,they listen,4181,2392,0,0,0
chimenea,chimney,4181,2392,0,0,0
febrero,February,4178,2394,0,0,0
respondió,answered,4177,2395,0,0,0
recoge,collect,4176,2395,0,0,0
wallace,WALLACE,4175,2396,0,0,0
doyle,give,4175,2396,0,0,0
inglesa,English,4175,2396,0,0,0
mueras,You die,4174,2396,0,0,0
cumple,complies,4173,2397,0,0,0
muevan,move,4173,2397,0,0,0
muertas,dead,4173,2397,0,0,0
dormí,I slept,4173,2397,0,0,0
limpiando,Cleaning,4172,2397,0,0,0
confidencial,confidential,4172,2397,0,0,0
suite,suite room,4172,2397,0,0,0
caleb,Caleb,4170,2399,0,0,0
piratas,Pirates,4170,2399,0,0,0
reparar,fix,4170,2399,0,0,0
dorothy,Dorothy,4170,2399,0,0,0
rehén,hostage,4169,2399,0,0,0
manchas,stains,4168,2400,0,0,0
bud,Bud,4167,2400,0,0,0
cicatriz,scar,4166,2401,0,0,0
borrar,delete,4165,2401,0,0,0
fundación,Foundation,4165,2401,0,0,0
robbie,Robbie,4165,2401,0,0,0
ciencias,sciences,4165,2401,0,0,0
iniciar,Start,4164,2402,0,0,0
reservado,reserved,4164,2402,0,0,0
justamente,fairly,4164,2402,0,0,0
conocidos,known,4163,2403,0,0,0
niego,I deny,4161,2404,0,0,0
ningun,None,4159,2405,0,0,0
descubre,discover,4158,2406,0,0,0
adelantado,advanced,4157,2406,0,0,0
blair,Blair,4157,2406,0,0,0
aah,aah,4156,2407,0,0,0
sábanas,bed sheets,4156,2407,0,0,0
argumento,argument,4154,2408,0,0,0
dueños,owners,4154,2408,0,0,0
castle,Castle,4154,2408,0,0,0
viajando,Traveling,4153,2408,0,0,0
metiste,You got,4151,2410,0,0,0
terminaron,They ended,4149,2411,0,0,0
sip,Yep,4149,2411,0,0,0
esperábamos,we expected,4148,2411,0,0,0
flash,flash,4148,2411,0,0,0
alec,Alec,4147,2412,0,0,0
enseño,taught,4145,2413,0,0,0
fox,Fox,4145,2413,0,0,0
phillip,Phillip,4144,2414,0,0,0
cruzado,crossed,4144,2414,0,0,0
roba,steal,4143,2414,0,0,0
tradicional,traditional,4143,2414,0,0,0
creció,grew up,4141,2415,0,0,0
cobertura,coverage,4141,2415,0,0,0
pillo,rascal,4139,2417,0,0,0
escritura,writing,4139,2417,0,0,0
entere,finding,4137,2418,0,0,0
billetera,wallet,4136,2418,0,0,0
hacíamos,We did,4136,2418,0,0,0
vapor,steam,4135,2419,0,0,0
cosecha,harvest,4134,2419,0,0,0
generaciones,generations,4134,2419,0,0,0
wyatt,Wyatt,4134,2419,0,0,0
capturado,caught,4133,2420,0,0,0
cuñado,brother in law,4133,2420,0,0,0
damon,Damon,4132,2421,0,0,0
sagrada,Sagrada,4132,2421,0,0,0
sonidos,Sounds,4130,2422,0,0,0
eeuu,USA,4129,2422,0,0,0
tranquilidad,tranquillity,4128,2423,0,0,0
gatito,kitten,4128,2423,0,0,0
periodo,period,4127,2424,0,0,0
ocupo,occupy,4126,2424,0,0,0
traicionado,betrayed,4126,2424,0,0,0
furia,rage,4126,2424,0,0,0
recuperado,recovered,4126,2424,0,0,0
cuide,Take care,4125,2425,0,0,0
tortuga,tortoise,4125,2425,0,0,0
patty,Patty,4125,2425,0,0,0
piden,They ask,4124,2425,0,0,0
mo,mo,4124,2425,0,0,0
ficción,fiction,4123,2426,0,0,0
nikki,Nikki,4123,2426,0,0,0
fuí,I was,4123,2426,0,0,0
milagros,miracles,4122,2427,0,0,0
soñado,dreamed of,4122,2427,0,0,0
pis,pee,4122,2427,0,0,0
andas,you walk,4122,2427,0,0,0
ovejas,sheep,4121,2427,0,0,0
granero,barn,4120,2428,0,0,0
docenas,dozen,4120,2428,0,0,0
quienquiera,whoever,4119,2428,0,0,0
juegan,they play,4119,2428,0,0,0
lógico,logical,4119,2428,0,0,0
disciplina,discipline,4119,2428,0,0,0
revisando,reviewing,4119,2428,0,0,0
recibiste,did you receive,4117,2429,0,0,0
retirarse,backing out,4117,2429,0,0,0
noah,Noah,4115,2431,0,0,0
salvador,savior,4115,2431,0,0,0
privilegio,privilege,4113,2432,0,0,0
secuencia,sequence,4113,2432,0,0,0
pensaré,I will think,4113,2432,0,0,0
antiguas,ancient,4113,2432,0,0,0
lydia,Lydia,4111,2433,0,0,0
semillas,seeds,4109,2434,0,0,0
afganistán,Afghanistan,4109,2434,0,0,0
ponernos,put on,4109,2434,0,0,0
aprovechar,leverage,4109,2434,0,0,0
falda,skirt,4108,2435,0,0,0
mikey,Mikey,4108,2435,0,0,0
morris,Morris,4107,2435,0,0,0
shakespeare,Shakespeare,4106,2436,0,0,0
tendrían,They would have,4106,2436,0,0,0
acompaño,accompany,4105,2437,0,0,0
diferencias,Differences,4104,2437,0,0,0
escocia,Scotland,4104,2437,0,0,0
menuda,What's small,4103,2438,0,0,0
utilizado,used,4103,2438,0,0,0
linea,line,4102,2438,0,0,0
pelos,hairs,4101,2439,0,0,0
circuito,circuit,4097,2441,0,0,0
agradecida,grateful,4097,2441,0,0,0
richie,Richie,4096,2442,0,0,0
up,UP,4096,2442,0,0,0
mantuvo,kept,4094,2443,0,0,0
aprobación,approval,4094,2443,0,0,0
novedad,novelty,4094,2443,0,0,0
impedir,prevent,4094,2443,0,0,0
ego,ego,4094,2443,0,0,0
conocerle,Know him,4092,2444,0,0,0
imaginado,imagined,4091,2445,0,0,0
protegido,protected,4091,2445,0,0,0
enfermeras,Nurses,4091,2445,0,0,0
gustaria,would like,4090,2445,0,0,0
pirata,pirate,4089,2446,0,0,0
mantenido,kept,4088,2447,0,0,0
burke,Burke,4088,2447,0,0,0
usarla,use it,4087,2447,0,0,0
inspiración,inspiration,4087,2447,0,0,0
aterrador,scary,4084,2449,0,0,0
lindsay,Lindsay,4084,2449,0,0,0
dolares,Dollars,4084,2449,0,0,0
logré,I achieved,4084,2449,0,0,0
borrachos,drunk,4083,2450,0,0,0
estaciones,seasons,4083,2450,0,0,0
cheques,Checks,4083,2450,0,0,0
norma,rule,4082,2450,0,0,0
mecánico,mechanic,4082,2450,0,0,0
perdedores,Losers,4081,2451,0,0,0
houston,Houston,4081,2451,0,0,0
polis,Polis,4078,2453,0,0,0
reconocido,recognized,4077,2453,0,0,0
videos,videos,4076,2454,0,0,0
gripe,flu,4075,2454,0,0,0
ataca,attack,4074,2455,0,0,0
sacarle,get him out,4073,2456,0,0,0
existir,exist,4072,2456,0,0,0
jesus,Jesus,4071,2457,0,0,0
thompson,Thompson,4071,2457,0,0,0
bus,Bus,4071,2457,0,0,0
precios,prices,4069,2458,0,0,0
inevitable,inevitable,4065,2461,0,0,0
pusimos,We put,4065,2461,0,0,0
cuba,Cuba,4063,2462,0,0,0
estúpidas,stupid,4062,2462,0,0,0
matarlos,kill them,4061,2463,0,0,0
lastimado,hurt,4059,2464,0,0,0
delitos,Crimes,4058,2465,0,0,0
espantoso,frightening,4057,2465,0,0,0
comience,Start,4056,2466,0,0,0
quitarle,take away,4055,2467,0,0,0
postal,Postcard,4055,2467,0,0,0
irak,Iraq,4052,2468,0,0,0
claridad,clarity,4051,2469,0,0,0
demostrado,demonstrated,4050,2470,0,0,0
acusaciones,accusations,4050,2470,0,0,0
hal,HAL,4050,2470,0,0,0
hans,Hans,4050,2470,0,0,0
bicho,bug,4050,2470,0,0,0
beverly,Beverly,4050,2470,0,0,0
sencilla,simple,4047,2471,0,0,0
saltó,leap,4047,2471,0,0,0
chofer,driver,4047,2471,0,0,0
tomarlo,Take it,4047,2471,0,0,0
creéis,You believe,4047,2471,0,0,0
encantará,will enchant,4046,2472,0,0,0
dr,Dr.,4043,2474,0,0,0
físicamente,physically,4042,2475,0,0,0
occidental,western,4041,2475,0,0,0
ejecutivo,executive,4041,2475,0,0,0
escondite,hiding place,4040,2476,0,0,0
aumentar,increase,4039,2476,0,0,0
entregado,delivered,4038,2477,0,0,0
mantenerme,keep me,4038,2477,0,0,0
desee,want,4038,2477,0,0,0
femenina,female,4037,2478,0,0,0
romeo,Romeo,4037,2478,0,0,0
molestarte,bother you,4036,2478,0,0,0
torpe,clumsy,4036,2478,0,0,0
maurice,Maurice,4036,2478,0,0,0
partículas,particles,4036,2478,0,0,0
enano,dwarf,4035,2479,0,0,0
cerró,hill,4033,2480,0,0,0
pásame,pass me,4031,2481,0,0,0
delgado,slim,4031,2481,0,0,0
escuchamos,we hear,4030,2482,0,0,0
denuncia,complaint,4030,2482,0,0,0
dispare,Try,4028,2483,0,0,0
vasos,glasses,4026,2484,0,0,0
serpientes,Snakes,4025,2485,0,0,0
experimentos,experiments,4025,2485,0,0,0
apoyar,support,4024,2486,0,0,0
obsesionado,obsessed,4022,2487,0,0,0
retirar,withdraw,4022,2487,0,0,0
encontrarnos,Find us,4022,2487,0,0,0
dada,Dadaist,4022,2487,0,0,0
cállese,Shut up,4020,2488,0,0,0
aquellas,those,4020,2488,0,0,0
detención,detention,4020,2488,0,0,0
tristes,sad,4019,2489,0,0,0
perímetro,perimeter,4018,2489,0,0,0
bloqueo,blocking,4018,2489,0,0,0
preguntaré,I will ask,4018,2489,0,0,0
intenso,intense,4017,2490,0,0,0
pierce,Pierce,4017,2490,0,0,0
construyendo,Building,4015,2491,0,0,0
principalmente,mostly,4015,2491,0,0,0
suelen,They usually,4012,2493,0,0,0
portátil,laptop,4011,2494,0,0,0
vagabundo,homeless,4011,2494,0,0,0
comemos,we eat,4010,2494,0,0,0
pueblos,peoples,4009,2495,0,0,0
casamos,Let's marry,4007,2496,0,0,0
investigador,investigator,4007,2496,0,0,0
suministros,Supplies,4006,2497,0,0,0
putos,fucking,4006,2497,0,0,0
preocupaba,worried,4006,2497,0,0,0
conversar,discuss,4005,2497,0,0,0
daphne,Daphne,4005,2497,0,0,0
valientes,brave,4004,2498,0,0,0
sebastian,Sebastian,4004,2498,0,0,0
mcgee,McGee,4003,2499,0,0,0
hockey,hockey,4001,2500,0,0,0
vendré,I'll come,4001,2500,0,0,0
vicepresidente,vice president,4001,2500,0,0,0
transferencia,transfer,4000,2501,0,0,0
garantía,warranty,3999,2501,0,0,0
torta,cake,3999,2501,0,0,0
tremendo,tremendous,3999,2501,0,0,0
entremos,Let's enter,3998,2502,0,0,0
devolveré,I will return,3998,2502,0,0,0
barata,cheap,3998,2502,0,0,0
alfred,Alfred,3997,2502,0,0,0
extraterrestres,extraterrestrials,3995,2504,0,0,0
pegar,paste,3993,2505,0,0,0
comprobado,checked,3993,2505,0,0,0
isaac,Isaac,3992,2506,0,0,0
esperaremos,we will wait,3992,2506,0,0,0
stark,Stark,3991,2506,0,0,0
costará,it will cost,3990,2507,0,0,0
descanse,Rest,3990,2507,0,0,0
dulzura,sweetness,3987,2509,0,0,0
escondidas,hidden,3986,2509,0,0,0
lastimar,hurt,3985,2510,0,0,0
pasaje,passage,3984,2511,0,0,0
acercó,approached,3984,2511,0,0,0
encontrarse,meet,3983,2511,0,0,0
negar,deny,3983,2511,0,0,0
pensaron,They thought,3983,2511,0,0,0
vulnerable,vulnerable,3982,2512,0,0,0
lenta,slow,3981,2512,0,0,0
atacaron,They attacked,3980,2513,0,0,0
quite,remove,3979,2514,0,0,0
suéltalo,Let it go,3979,2514,0,0,0
manny,Manny,3979,2514,0,0,0
mercedes,Mercedes,3979,2514,0,0,0
portal,portal,3978,2514,0,0,0
necesitarás,you will need to,3978,2514,0,0,0
pudiese,could,3978,2514,0,0,0
linterna,flashlight,3976,2516,0,0,0
alemana,German,3975,2516,0,0,0
lindos,Nice,3975,2516,0,0,0
zorro,fox,3974,2517,0,0,0
vestuario,locker room,3973,2517,0,0,0
evidencias,Evidence,3973,2517,0,0,0
garantizo,I guarantee,3972,2518,0,0,0
criar,breed,3972,2518,0,0,0
colocar,place,3971,2519,0,0,0
auténtica,authentic,3971,2519,0,0,0
pendejo,stupid,3970,2519,0,0,0
ordenar,order,3969,2520,0,0,0
debimos,We had,3968,2521,0,0,0
cabe,It fits,3968,2521,0,0,0
alimento,food,3967,2521,0,0,0
pilotos,pilots,3966,2522,0,0,0
amiguito,Friend,3965,2523,0,0,0
gorra,cap,3964,2523,0,0,0
revisión,revision,3964,2523,0,0,0
exacta,exact,3964,2523,0,0,0
hanna,Hanna,3964,2523,0,0,0
dong,Dong,3964,2523,0,0,0
vehículos,vehicles,3963,2524,0,0,0
presentarte,introduce you,3962,2524,0,0,0
recibirá,will receive,3961,2525,0,0,0
khan,Khan,3961,2525,0,0,0
evidentemente,evidently,3960,2526,0,0,0
joel,Joel,3959,2526,0,0,0
senado,senate,3959,2526,0,0,0
atras,back,3958,2527,0,0,0
caramelos,candies,3958,2527,0,0,0
ofrezco,I offer,3957,2528,0,0,0
trataré,I will treat,3956,2528,0,0,0
er,ER,3956,2528,0,0,0
usaste,you used,3956,2528,0,0,0
déme,give me,3956,2528,0,0,0
salvación,salvation,3956,2528,0,0,0
cobra,cobra,3955,2529,0,0,0
baloncesto,basketball,3955,2529,0,0,0
pacto,covenant,3954,2530,0,0,0
aceptó,I agree,3952,2531,0,0,0
vientre,belly,3950,2532,0,0,0
jessie,Jessie,3949,2533,0,0,0
yang,Yang,3948,2533,0,0,0
tuviéramos,We had,3948,2533,0,0,0
callar,to silence,3947,2534,0,0,0
deliciosa,delicious,3946,2535,0,0,0
mirarme,Look at me,3944,2536,0,0,0
opina,He thinks,3943,2537,0,0,0
roll,roll,3942,2537,0,0,0
negó,denied,3942,2537,0,0,0
rubio,blond,3941,2538,0,0,0
boyd,Boyd,3940,2539,0,0,0
tomate,tomato,3940,2539,0,0,0
césped,grass,3938,2540,0,0,0
inicial,initial,3938,2540,0,0,0
aplauso,applause,3936,2541,0,0,0
centímetros,centimeters,3935,2542,0,0,0
ordenes,Orders,3935,2542,0,0,0
peggy,Peggy,3934,2542,0,0,0
ingresos,income,3934,2542,0,0,0
homero,homer,3934,2542,0,0,0
accidentes,accidents,3934,2542,0,0,0
declarar,to declare,3933,2543,0,0,0
canalla,scoundrel,3933,2543,0,0,0
oyeron,They heard,3932,2544,0,0,0
douglas,Douglas,3932,2544,0,0,0
ordeno,I order,3931,2544,0,0,0
jovencito,youngster,3931,2544,0,0,0
hospitales,hospitals,3930,2545,0,0,0
engañó,deception,3928,2546,0,0,0
esperes,Wait,3927,2547,0,0,0
respetar,respect,3926,2548,0,0,0
filmar,to film,3926,2548,0,0,0
rana,frog,3924,2549,0,0,0
mosca,fly,3924,2549,0,0,0
vecina,neighbor,3923,2550,0,0,0
ansiedad,anxiety,3920,2552,0,0,0
puño,fist,3920,2552,0,0,0
veis,You see,3919,2552,0,0,0
premios,awards,3919,2552,0,0,0
leerlo,reading it,3919,2552,0,0,0
rama,branch,3919,2552,0,0,0
perderte,lose you,3918,2553,0,0,0
envíe,Send,3917,2553,0,0,0
retirada,withdrawal,3916,2554,0,0,0
averigua,Find out,3916,2554,0,0,0
curva,curve,3915,2555,0,0,0
brilla,shines,3914,2555,0,0,0
debas,you must,3912,2557,0,0,0
aventuras,adventure,3911,2557,0,0,0
ofrecido,offered,3910,2558,0,0,0
considero,considered,3909,2559,0,0,0
romano,Roman,3909,2559,0,0,0
portero,goalie,3908,2559,0,0,0
sospechas,suspicions,3908,2559,0,0,0
elaine,Elaine,3908,2559,0,0,0
sepamos,Let's know,3908,2559,0,0,0
bobo,fool,3907,2560,0,0,0
algodón,cotton,3906,2561,0,0,0
sexto,sixth,3906,2561,0,0,0
bajó,low,3906,2561,0,0,0
crítico,critical,3905,2561,0,0,0
soñé,I dreamed,3904,2562,0,0,0
eterno,eternal,3903,2563,0,0,0
entusiasmo,enthusiasm,3902,2563,0,0,0
instalaciones,facilities,3901,2564,0,0,0
manejo,driving,3900,2565,0,0,0
saludo,greeting,3898,2566,0,0,0
compramos,we bought,3898,2566,0,0,0
ultimo,last,3897,2567,0,0,0
posee,has,3897,2567,0,0,0
castigado,punished,3896,2567,0,0,0
cohete,rocket,3896,2567,0,0,0
gps,GPS,3896,2567,0,0,0
disculpo,apology,3895,2568,0,0,0
extrañar,miss,3894,2569,0,0,0
salvarme,save me,3892,2570,0,0,0
nazi,Nazi,3892,2570,0,0,0
sostén,support,3892,2570,0,0,0
fórmula,formula,3891,2571,0,0,0
limón,lemon,3890,2571,0,0,0
erica,Erica,3890,2571,0,0,0
jamón,ham,3889,2572,0,0,0
boom,boom,3889,2572,0,0,0
sensores,Sensors,3888,2573,0,0,0
esencia,essence,3887,2573,0,0,0
instrumento,instrument,3887,2573,0,0,0
renuncia,resignation,3886,2574,0,0,0
elegí,I chose,3885,2575,0,0,0
fusión,fusion,3885,2575,0,0,0
atrevas,dare,3885,2575,0,0,0
intentaste,you tried,3885,2575,0,0,0
suicida,suicide,3883,2576,0,0,0
rebelde,rebel,3879,2578,0,0,0
vago,lazy,3878,2579,0,0,0
vías,Ways,3878,2579,0,0,0
samuel,Samuel,3878,2579,0,0,0
camaradas,comrades,3876,2580,0,0,0
winston,Winston,3875,2581,0,0,0
asustó,scared,3874,2582,0,0,0
revelar,reveal,3874,2582,0,0,0
sugerencia,suggestion,3874,2582,0,0,0
srta,Ms,3874,2582,0,0,0
echas,you throw,3873,2582,0,0,0
caca,poop,3873,2582,0,0,0
shirley,Shirley,3873,2582,0,0,0
legales,legal,3872,2583,0,0,0
legalmente,legally,3871,2584,0,0,0
clyde,Clyde,3871,2584,0,0,0
won,won,3870,2584,0,0,0
prostitutas,Prostitutes,3870,2584,0,0,0
promedio,average,3869,2585,0,0,0
tela,fabric,3868,2586,0,0,0
kathy,Kathy,3865,2588,0,0,0
superado,overcome,3865,2588,0,0,0
aires,AIRES,3865,2588,0,0,0
ardiendo,ablaze,3865,2588,0,0,0
alturas,Heights,3864,2588,0,0,0
preferido,favorite,3863,2589,0,0,0
arrestar,arrest,3863,2589,0,0,0
respirando,breathing,3863,2589,0,0,0
sonaba,It sounded,3863,2589,0,0,0
especialidad,specialty,3861,2591,0,0,0
rocky,Rocky,3861,2591,0,0,0
griego,Greek,3859,2592,0,0,0
conservar,keep,3859,2592,0,0,0
huelo,Swimming,3857,2593,0,0,0
crucero,cruise,3856,2594,0,0,0
esencial,essential,3856,2594,0,0,0
diviértete,have fun,3856,2594,0,0,0
pendientes,earrings,3854,2595,0,0,0
cerradura,lock,3852,2597,0,0,0
récord,record,3852,2597,0,0,0
aparecen,They appear,3850,2598,0,0,0
atascado,stuck,3847,2600,0,0,0
distracción,distraction,3847,2600,0,0,0
camas,Beds,3847,2600,0,0,0
acordamos,we agreed,3846,2601,0,0,0
supermercado,Supermarket,3845,2601,0,0,0
tucker,Tucker,3843,2603,0,0,0
echaron,They threw,3843,2603,0,0,0
tomarme,take me,3843,2603,0,0,0
caramelo,candy,3843,2603,0,0,0
bastantes,enough,3842,2603,0,0,0
liras,Liras,3840,2605,0,0,0
lees,You read,3840,2605,0,0,0
extraordinaria,Extraordinary,3839,2605,0,0,0
arranca,Starts,3839,2605,0,0,0
manejando,handling,3836,2607,0,0,0
vendrías,You would come,3835,2608,0,0,0
enviaste,you sent,3834,2609,0,0,0
barnes,Barnes,3833,2609,0,0,0
manada,herd,3833,2609,0,0,0
llamaban,They called,3832,2610,0,0,0
bienestar,welfare,3831,2611,0,0,0
hugo,Hugo,3831,2611,0,0,0
galleta,cookie,3831,2611,0,0,0
encantar,love,3831,2611,0,0,0
fiscalía,Prosecutor's Office,3830,2611,0,0,0
reunido,gathered,3830,2611,0,0,0
lola,Lola,3830,2611,0,0,0
fumando,smoking,3829,2612,0,0,0
ríes,laughs,3828,2613,0,0,0
enrique,Enrique,3828,2613,0,0,0
mediante,through,3827,2614,0,0,0
bishop,Bishop,3826,2614,0,0,0
expresar,express,3826,2614,0,0,0
sientan,feel,3825,2615,0,0,0
tierno,tender,3824,2616,0,0,0
llamaremos,We will call,3823,2616,0,0,0
valen,They are worth,3823,2616,0,0,0
ginebra,Geneva,3821,2618,0,0,0
levantó,I raise,3820,2618,0,0,0
políticas,policies,3819,2619,0,0,0
interesan,They are interested,3817,2620,0,0,0
deberias,you should,3816,2621,0,0,0
pistolas,pistols,3815,2622,0,0,0
agotado,exhausted,3815,2622,0,0,0
especies,species,3815,2622,0,0,0
científica,scientific,3814,2622,0,0,0
llamará,call to,3812,2624,0,0,0
oscuras,Dark,3812,2624,0,0,0
herir,hurt,3812,2624,0,0,0
entrevistas,Interviews,3812,2624,0,0,0
competición,competition,3811,2624,0,0,0
materiales,materials,3811,2624,0,0,0
acostarse,lie down,3810,2625,0,0,0
arruinó,ruined,3810,2625,0,0,0
brutal,brutal,3810,2625,0,0,0
responsabilidades,Responsibilities,3809,2626,0,0,0
glenn,Glenn,3809,2626,0,0,0
guardaespaldas,bodyguard,3809,2626,0,0,0
pretende,aims to,3809,2626,0,0,0
inyección,injection,3809,2626,0,0,0
adora,love,3808,2627,0,0,0
arregla,fix,3807,2627,0,0,0
flecha,arrow,3807,2627,0,0,0
mudó,dumb,3806,2628,0,0,0
armadura,armor,3804,2629,0,0,0
advertí,I warned,3803,2630,0,0,0
necesaria,necessary,3802,2631,0,0,0
mañanas,Mornings,3801,2631,0,0,0
cortinas,curtains,3801,2631,0,0,0
cruce,crossing,3800,2632,0,0,0
músico,musician,3800,2632,0,0,0
tire,Tire,3800,2632,0,0,0
parecían,They seemed,3799,2633,0,0,0
serios,serious,3799,2633,0,0,0
escoria,human waste,3798,2633,0,0,0
morirán,They will die,3798,2633,0,0,0
coco,coconut,3796,2635,0,0,0
sullivan,Sullivan,3796,2635,0,0,0
encontraría,would find,3794,2636,0,0,0
marta,Martha,3794,2636,0,0,0
nevera,fridge,3794,2636,0,0,0
sonriendo,smiling,3793,2637,0,0,0
beach,Beach,3792,2638,0,0,0
decides,You decide,3791,2638,0,0,0
pagarle,Pay you,3791,2638,0,0,0
sorprendida,Surprised,3790,2639,0,0,0
dejarlos,Leave them,3790,2639,0,0,0
usualmente,usually,3790,2639,0,0,0
aceptas,You accept,3788,2640,0,0,0
culpables,guilty,3788,2640,0,0,0
sacarla,take it out,3788,2640,0,0,0
cigarro,cigar,3788,2640,0,0,0
lindas,Nice,3788,2640,0,0,0
declaraciones,statements,3787,2641,0,0,0
honrado,honored,3787,2641,0,0,0
farmacia,pharmacy,3785,2643,0,0,0
bretaña,Brittany,3785,2643,0,0,0
sentirás,You will feel,3785,2643,0,0,0
gwen,Gwen,3784,2643,0,0,0
obispo,bishop,3784,2643,0,0,0
agradecer,thank,3784,2643,0,0,0
maletero,trunk,3781,2645,0,0,0
tocaba,played,3781,2645,0,0,0
dallas,Dallas,3780,2646,0,0,0
lamentablemente,unfortunately,3779,2647,0,0,0
tenias,You had,3778,2647,0,0,0
vivas,alive,3777,2648,0,0,0
queden,They are,3777,2648,0,0,0
tess,Tess,3775,2650,0,0,0
murray,Murray,3774,2650,0,0,0
ilegales,illegal,3774,2650,0,0,0
específico,specific,3774,2650,0,0,0
salchicha,sausage,3774,2650,0,0,0
maravillas,Wonders,3772,2652,0,0,0
empezaste,You started,3772,2652,0,0,0
previsto,provided,3771,2652,0,0,0
poderosos,powerful,3771,2652,0,0,0
electrónico,electronic,3771,2652,0,0,0
delincuente,offender,3770,2653,0,0,0
cogeré,I will take,3770,2653,0,0,0
trabaje,work,3769,2654,0,0,0
raj,Raj,3769,2654,0,0,0
cruzando,crossing,3769,2654,0,0,0
vendo,I sell,3768,2654,0,0,0
fotógrafo,photographer,3767,2655,0,0,0
leon,lion,3766,2656,0,0,0
compartimos,we share,3766,2656,0,0,0
crecimiento,growth,3765,2657,0,0,0
próximas,next,3765,2657,0,0,0
fracasado,failed,3765,2657,0,0,0
serena,Serena,3764,2657,0,0,0
mantenimiento,maintenance,3764,2657,0,0,0
ardiente,burning,3763,2658,0,0,0
acompañe,Accompany,3763,2658,0,0,0
protector,protective,3763,2658,0,0,0
abiertas,Open,3762,2659,0,0,0
portada,front page,3762,2659,0,0,0
expulsado,expelled,3760,2660,0,0,0
comprendido,understood,3758,2661,0,0,0
est,its T,3757,2662,0,0,0
bandeja,tray,3753,2665,0,0,0
comunes,common,3753,2665,0,0,0
envidia,envy,3752,2666,0,0,0
